"","Season","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Player-additional"
"5158","1996-1997","Kevin Johnson","PG",30,"PHO",70,2658,22.9,0.631,0.227,0.579,2.4,8.7,5.6,39.3,2,0.3,16.3,22.6,10.2,1.5,11.7,0.211,5.3,-0.3,5,4.7,"johnske02"
"5159","1996-1997","Larry Johnson","SF",27,"NYK",76,2613,13.8,0.57,0.143,0.373,7.9,10.1,9,11.4,1.3,1.1,13.7,17.5,4,3.7,7.7,0.141,0.5,0.8,1.3,2.2,"johnsla02"
"5160","1996-1997","Charles Jones","PF",39,"HOU",12,93,6.3,0.4,0,0,6.6,9.5,8.1,4.3,1.1,3.2,0,2.4,0.1,0.1,0.2,0.09,-2.7,1.6,-1.1,0,"jonesch01"
"5161","1996-1997","Eddie Jones","SG",25,"LAL",80,2998,17.3,0.559,0.36,0.312,3.5,8.9,6.2,15,3.3,1.2,12.1,20.9,5.3,4.3,9.6,0.154,1.5,1.9,3.3,4,"jonesed02"
"5162","1996-1997","Popeye Jones","PF",26,"TOR",79,2421,12,0.522,0.024,0.225,12.7,20.4,16.4,5.6,1.3,1.3,16.4,13.1,2,2.2,4.2,0.083,-2.2,-1,-3.2,-0.7,"jonespo01"
"5163","1996-1997","Michael Jordan*","SG",33,"CHI",82,3106,27.8,0.567,0.157,0.304,4.2,13.2,8.8,21.2,2.4,1.1,7.2,33.2,13.3,5,18.3,0.283,7.8,1.1,8.9,8.6,"jordami01"
"5164","1996-1997","Reggie Jordan","SG",29,"TOT",19,130,15.7,0.597,0,0.654,10.3,14.2,12.3,14.1,2.8,1.8,19.3,14.5,0.2,0.2,0.4,0.136,0.4,3.4,3.8,0.2,"jordare01"
"5165","1996-1997","Reggie Jordan","SG",29,"POR",9,99,12.8,0.49,0,0.625,13.6,14,13.8,16.5,2.7,2.3,22.7,12,0.1,0.2,0.2,0.114,-0.7,2.9,2.2,0.1,"jordare01"
"5166","1996-1997","Reggie Jordan","SG",29,"MIN",10,31,25.2,0.765,0,0.7,0,15.1,7.6,6.7,3.4,0,13.3,22.3,0.1,0,0.1,0.205,3.9,4.9,8.8,0.1,"jordare01"
"5167","1996-1997","Adam Keefe","C",26,"UTA",62,915,11.7,0.572,0.006,0.644,10.9,18.2,14.7,5,1.7,1.2,18,12.7,1,1.3,2.3,0.118,-1.3,0.3,-1,0.2,"keefead01"
"5168","1996-1997","Shawn Kemp","PF",27,"SEA",81,2750,20.7,0.583,0.032,0.59,12.1,23.3,17.7,10,2.4,2.5,17.7,26.3,4.6,5.4,10,0.174,0.6,0.3,0.8,2,"kempsh01"
"5169","1996-1997","Tim Kempton","PF",33,"SAS",10,59,-1,0.34,0,0.4,5.9,10.5,8.1,4.8,0.9,1.4,54.3,10.2,-0.2,0,-0.2,-0.167,-8.7,-2.3,-11,-0.1,"kemptti01"
"5170","1996-1997","Steve Kerr","PG",31,"CHI",82,1861,15.6,0.667,0.507,0.143,1.8,6,3.9,13.5,1.9,0.1,8,12.9,5.4,2,7.5,0.192,2.2,1.1,3.2,2.5,"kerrst01"
"5171","1996-1997","Jerome Kersey","SF",34,"LAL",70,1766,12.3,0.475,0.145,0.263,7.3,16.1,11.7,7.8,3.5,2.1,12.9,14.6,0.4,3.4,3.8,0.102,-2.6,2.6,0,0.9,"kerseje01"
"5172","1996-1997","Jason Kidd*","PG",23,"TOT",55,1964,16.9,0.498,0.312,0.312,3.8,11,7.4,38.9,3.3,0.8,19.1,17.2,2.3,2,4.4,0.107,1.2,0.7,1.8,1.9,"kiddja01"
"5173","1996-1997","Jason Kidd*","PG",23,"DAL",22,791,15.1,0.465,0.32,0.34,4.3,8.9,6.6,41.1,3.1,0.8,22,17.4,0.3,0.7,1.1,0.064,0.6,-0.2,0.4,0.5,"kiddja01"
"5174","1996-1997","Jason Kidd*","PG",23,"PHO",33,1173,18,0.519,0.307,0.294,3.4,12.4,7.9,37.4,3.5,0.8,17.1,17.1,2,1.3,3.3,0.136,1.5,1.3,2.8,1.4,"kiddja01"
"5175","1996-1997","Frankie King","SG",24,"PHI",7,59,15,0.521,0.118,0.294,7.2,18.9,12.9,13.2,3.4,0,13.5,15.9,0.1,0.1,0.1,0.113,-1.7,0.3,-1.3,0,"kingfr01"
"5176","1996-1997","Jimmy King","SG",23,"DEN",2,22,12.7,0.387,0,0.667,10.5,0,5.2,14.1,7.1,0,11.4,17.8,0,0,0,0.03,-2.1,4.3,2.2,0,"kingji02"
"5177","1996-1997","Stacey King","C",30,"TOT",11,103,7.7,0.478,0,0.318,12.1,18.8,15.2,1.6,1,0.7,19.3,13.6,-0.1,0.1,0,-0.005,-5.2,-2.1,-7.3,-0.1,"kingst01"
"5178","1996-1997","Stacey King","C",30,"BOS",5,33,16,0.721,0,0.429,3.2,30.2,15.7,4.9,0,2.3,10.7,12.1,0.1,0,0.1,0.139,-0.4,-0.7,-1.1,0,"kingst01"
"5179","1996-1997","Stacey King","C",30,"DAL",6,70,3.7,0.358,0,0.267,16.3,13.5,14.9,0,1.5,0,23,14.3,-0.2,0,-0.1,-0.072,-7.5,-2.7,-10.2,-0.1,"kingst01"
"5180","1996-1997","Kerry Kittles","SG",22,"NJN",82,3012,16,0.523,0.352,0.191,3.6,8.1,5.7,14,2.7,0.9,9,20.1,5.1,1.8,6.9,0.11,1.4,0.4,1.8,2.9,"kittlke01"
"5181","1996-1997","Joe Kleine","C",35,"TOT",59,848,7.6,0.45,0.018,0.224,7.9,19.2,13.4,6,1,1.6,18,11.8,-0.3,0.7,0.4,0.022,-4.6,-0.3,-4.8,-0.6,"kleinjo01"
"5182","1996-1997","Joe Kleine","C",35,"PHO",23,365,6.5,0.444,0.013,0.225,6.8,18.7,12.8,4.7,1.3,1.2,18.5,13.3,-0.3,0.3,0,0.001,-5,-0.2,-5.2,-0.3,"kleinjo01"
"5183","1996-1997","Joe Kleine","C",35,"LAL",8,30,4.2,0.338,0,0.25,7.7,26.4,17.1,0,0,0,0,13.3,0,0,0,0.042,-8.1,-3.3,-11.4,-0.1,"kleinjo01"
"5184","1996-1997","Joe Kleine","C",35,"NJN",28,453,8.7,0.467,0.024,0.22,8.8,19,13.6,7.5,0.9,2,18.9,10.4,0.1,0.3,0.4,0.038,-3.9,-0.1,-4,-0.2,"kleinjo01"
"5185","1996-1997","Travis Knight","C",22,"LAL",71,1156,14.1,0.536,0,0.364,13,18.5,15.7,5.3,1.4,3.8,13.3,14.3,1.4,1.8,3.3,0.137,-2.2,0.4,-1.8,0.1,"knightr01"
"5186","1996-1997","Larry Krystkowiak","PF",32,"LAL",3,11,27.2,0.521,0,1,20.9,30.8,25.9,40.9,9.6,0,25.8,15.8,0,0,0.1,0.315,1.4,8.8,10.2,0,"krystla01"
"5187","1996-1997","Toni Kukoč*","SF",28,"CHI",57,1610,20.2,0.553,0.25,0.288,6.7,11.5,9.2,24.3,2,1.4,11.8,21.4,4.5,2.3,6.9,0.204,3.9,1.1,5,2.9,"kukocto01"
"5188","1996-1997","Christian Laettner","PF",27,"ATL",82,3140,19.1,0.562,0.078,0.39,8.2,18.9,13.7,13.3,1.8,1.6,14.2,23.1,6.1,5.4,11.6,0.177,1.4,1,2.5,3.5,"laettch01"
"5189","1996-1997","Andrew Lang","C",30,"MIL",52,1194,10.8,0.498,0,0.246,9.7,18.8,14.2,3.2,1.2,2.9,12.4,12.2,0.7,1.2,1.9,0.076,-2.3,0,-2.2,-0.1,"langan01"
"5190","1996-1997","Antonio Lang","PF",24,"CLE",64,843,8,0.467,0.037,0.296,7.9,11.8,9.8,6.5,2.3,3.2,21.4,13.8,-0.6,1.4,0.8,0.048,-5,1.6,-3.4,-0.3,"langan02"
"5191","1996-1997","Priest Lauderdale","C",23,"ATL",35,180,13.6,0.56,0.011,0.258,10.8,17.5,14.2,15.2,0.3,3.9,27.2,35.7,-0.5,0.3,-0.2,-0.048,-8,-0.9,-8.9,-0.3,"laudepr01"
"5192","1996-1997","Eric Leckner","C",30,"TOT",20,126,4.9,0.444,0,0.364,4.6,29,16.6,6.4,1.3,1.2,20.7,17.8,-0.3,0.1,-0.1,-0.045,-10.1,-1.2,-11.3,-0.3,"leckner01"
"5193","1996-1997","Eric Leckner","C",30,"CHH",1,11,-10.1,0,0,0,0,10.7,5.5,12.1,0,0,0,12.8,-0.1,0,-0.1,-0.241,-15.5,-6,-21.5,-0.1,"leckner01"
"5194","1996-1997","Eric Leckner","C",30,"VAN",19,115,6.3,0.482,0,0.4,5,30.7,17.7,5.9,1.4,1.3,22.1,18.3,-0.2,0.1,-0.1,-0.026,-9.6,-0.7,-10.3,-0.3,"leckner01"
"5195","1996-1997","Tim Legler","SG",30,"WSB",15,182,4.4,0.431,0.604,0.146,0,13.3,6.8,5.3,0.9,2.1,15,14.8,-0.2,0.2,0,-0.01,-5,-0.4,-5.5,-0.2,"legleti01"
"5196","1996-1997","Voshon Lenard","SG",23,"MIA",73,2111,14.7,0.614,0.646,0.154,2.2,9.9,6.1,13.5,1.3,0.7,13,18.7,3.9,2.9,6.8,0.155,2.2,0.5,2.7,2.6,"lenarvo01"
"5197","1996-1997","Martin Lewis","SF",21,"TOR",9,50,10.9,0.47,0.214,0.143,9.1,4.8,7,13.1,1.1,3.2,6.3,14.2,0.1,0,0.1,0.082,-0.9,-0.1,-1,0,"lewisma01"
"5198","1996-1997","Alton Lister","C",38,"BOS",53,516,7.8,0.48,0,0.403,13.7,24.6,18.7,3.6,0.8,2,24.9,10,0,0.3,0.3,0.028,-5.1,-1.7,-6.8,-0.6,"listeal01"
"5199","1996-1997","Randy Livingston","PG",21,"HOU",64,981,8.3,0.487,0.096,0.284,4,7,5.6,23.8,2.1,0.9,28.4,16.7,-0.8,1.1,0.3,0.012,-4,0.3,-3.7,-0.4,"livinra01"
"5200","1996-1997","Horacio Llamas","C",23,"PHO",20,101,10.5,0.539,0,0.286,4.7,16.1,10.4,6.2,5.1,3.7,25.9,19,-0.2,0.2,0,0.019,-7.8,3.7,-4.1,-0.1,"llamaho01"
"5201","1996-1997","Brad Lohaus","PF",32,"TOR",6,45,2.4,0.333,0.467,0,2.5,16.1,9.1,3.5,1.2,0,6.3,15.9,-0.1,0,-0.1,-0.053,-6.3,-1.7,-8,-0.1,"lohaubr01"
"5202","1996-1997","Grant Long","PF",30,"DET",65,1166,12.2,0.523,0.171,0.305,9.6,14,11.8,5.5,2.1,0.4,13.3,15.3,1.1,1.5,2.6,0.107,-1,0.3,-0.6,0.4,"longgr01"
"5203","1996-1997","John Long","SG",40,"TOR",32,370,8.9,0.499,0.291,0.239,1.8,11.1,6.3,9.4,1.3,0.4,15.7,18.5,-0.1,0.2,0.1,0.015,-3,-1.5,-4.5,-0.2,"longjo01"
"5204","1996-1997","Luc Longley","C",28,"CHI",59,1472,13.4,0.499,0.004,0.247,9.4,15.9,12.7,14.1,0.8,3.4,17.1,19.7,0.9,2.3,3.1,0.103,-2.5,0.8,-1.7,0.1,"longllu01"
"5205","1996-1997","George Lynch","SF",26,"VAN",41,1059,15.4,0.512,0.107,0.333,10.6,18.1,14.3,12.3,3.2,1.2,16.1,17.4,0.5,1,1.5,0.07,-1.1,0.1,-1,0.3,"lynchge01"
"5206","1996-1997","Sam Mack","SF",26,"HOU",52,904,10.2,0.521,0.542,0.16,2.7,10.5,6.8,9.9,1.7,0.5,13,16.2,0.4,1,1.3,0.071,-1.9,0.1,-1.8,0.1,"macksa01"
"5207","1996-1997","Don MacLean","SF",27,"PHI",37,733,14.4,0.493,0.104,0.266,5.9,15.1,10.4,9.4,0.8,1,10.3,26.2,0.3,0.2,0.5,0.031,-1.3,-2.6,-4,-0.4,"macledo01"
"5208","1996-1997","Rick Mahorn","C",38,"DET",22,218,8.8,0.44,0.019,0.407,11.1,19,15.1,4.4,1,1.1,13.6,16.7,0,0.3,0.3,0.055,-4.7,-0.7,-5.4,-0.2,"mahorri01"
"5209","1996-1997","Dan Majerle","SF",31,"MIA",36,1264,13.2,0.523,0.579,0.17,4.3,10.8,7.6,15.3,2.3,0.9,11.8,15.7,1.4,2.1,3.5,0.133,1,2.3,3.3,1.7,"majerda01"
"5210","1996-1997","Karl Malone*","PF",33,"UTA",82,2998,28.9,0.6,0.008,0.439,8.5,24.2,16.8,24.5,2,1.3,11.1,32.7,11.6,5.1,16.7,0.268,7.1,1.2,8.3,7.8,"malonka01"
"5211","1996-1997","Matt Maloney","PG",25,"HOU",82,2386,12.3,0.585,0.62,0.151,1,6.5,3.9,19.5,1.8,0,15.7,14.8,3.2,2.1,5.3,0.107,0,0.1,0.1,1.3,"malonma01"
"5212","1996-1997","Danny Manning","PF",30,"PHO",77,2134,17.9,0.574,0.045,0.316,7.5,18,12.8,13.7,2,2.6,15.1,22.5,2.8,2.4,5.2,0.117,0.1,0.9,1,1.6,"mannida01"
"5213","1996-1997","Rich Manning","PF",26,"TOT",26,201,8.9,0.425,0.049,0.171,9,13.6,11.3,2.6,1.1,0.8,7.4,21.7,-0.1,0.1,-0.1,-0.017,-5.1,-3.8,-8.9,-0.4,"manniri01"
"5214","1996-1997","Rich Manning","PF",26,"VAN",16,128,7.7,0.427,0.063,0.167,7.2,13.8,10.4,2.7,1.3,0.6,8.8,20.5,-0.1,0,-0.1,-0.033,-5.1,-3,-8.1,-0.2,"manniri01"
"5215","1996-1997","Rich Manning","PF",26,"LAC",10,73,10.9,0.423,0.029,0.176,12.3,13.3,12.8,2.5,0.7,1.1,5.2,23.7,0,0,0,0.012,-5,-5.2,-10.2,-0.2,"manniri01"
"5216","1996-1997","Stephon Marbury","PG",19,"MIN",67,2324,16.1,0.519,0.331,0.387,2.8,6.6,4.7,38.1,1.5,0.6,17.1,24.2,2.5,1.2,3.7,0.077,2.2,-2.3,0,1.2,"marbust01"
"5217","1996-1997","Šarūnas Marčiulionis*","SG",32,"DEN",17,255,8.1,0.496,0.297,0.356,5.4,8,6.7,16.7,2.4,0.3,25.5,27.5,-0.6,0.1,-0.5,-0.085,-4,-0.8,-4.8,-0.2,"marcisa01"
"5218","1996-1997","Donny Marshall","SF",24,"CLE",56,548,9.1,0.476,0.544,0.338,5.2,11.6,8.3,7.5,2.5,0.5,14.8,19.7,-0.2,0.8,0.6,0.053,-2.6,0.3,-2.3,0,"marshdo02"
"5219","1996-1997","Donyell Marshall","SF",23,"GSW",61,1022,15.6,0.478,0.264,0.233,10.7,21.4,16,9.1,1.3,3.5,10.6,22.6,0.5,0.8,1.3,0.059,0,-1.1,-1.1,0.2,"marshdo01"
"5220","1996-1997","Cuonzo Martin","SG",25,"MIL",3,13,-19.9,0,0.286,0,9.5,0,4.7,10.2,0,0,12.5,28.5,-0.2,0,-0.2,-0.621,-17.8,-11.1,-28.9,-0.1,"marticu01"
"5221","1996-1997","Darrick Martin","PG",25,"LAC",82,1820,16.9,0.539,0.326,0.348,1.6,5.8,3.6,31.6,1.6,0.1,13.3,23.4,3.9,0.7,4.6,0.121,2.2,-1.7,0.5,1.1,"martida01"
"5222","1996-1997","Jamal Mashburn","SF",24,"TOT",69,2164,12.6,0.487,0.373,0.307,3.8,12.2,8,16.3,2,0.4,11.9,20.6,1,2.6,3.6,0.081,-1,0.2,-0.8,0.6,"mashbja01"
"5223","1996-1997","Jamal Mashburn","SF",24,"DAL",37,975,11.9,0.464,0.348,0.295,3.3,10.5,6.8,16.8,1.9,0.4,11.8,22.7,-0.2,0.6,0.4,0.021,-1.4,-1,-2.3,-0.1,"mashbja01"
"5224","1996-1997","Jamal Mashburn","SF",24,"MIA",32,1189,13.1,0.511,0.398,0.319,4.2,13.5,8.9,15.8,2,0.5,12,18.8,1.2,2,3.2,0.13,-0.8,1.2,0.4,0.7,"mashbja01"
"5225","1996-1997","Anthony Mason","PF",30,"CHH",73,3143,18.9,0.585,0.004,0.519,7.4,24,16,21.4,1.3,0.8,14,17.6,8,3.3,11.4,0.173,2.6,0.8,3.5,4.3,"masonan01"
"5226","1996-1997","Tony Massenburg","PF",29,"NJN",79,1954,11.9,0.523,0.002,0.456,11.6,17.4,14.3,1.8,1,1.9,14.4,13.8,1.6,1.2,2.8,0.069,-2.6,-1.6,-4.2,-1.1,"masseto01"
"5227","1996-1997","Vernon Maxwell","SG",31,"SAS",72,2068,11.8,0.471,0.411,0.199,1.5,7.9,4.6,13.4,2.3,0.7,10.9,24.9,-0.4,0.3,0,-0.001,-1.7,-1.5,-3.2,-0.6,"maxweve01"
"5228","1996-1997","Lee Mayberry","PG",26,"VAN",80,1952,10.2,0.525,0.597,0.124,1.7,6.3,4,26.5,1.7,0.3,18.7,11.4,1.7,-0.1,1.6,0.04,-2,-1.5,-3.5,-0.7,"maybele01"
"5229","1996-1997","Walter McCarty","PF",22,"NYK",35,192,6.4,0.431,0.206,0.206,5.2,9.1,7.2,11.5,1.9,3.8,18.6,21.9,-0.4,0.3,0,-0.007,-6.4,1.9,-4.5,-0.1,"mccarwa01"
"5230","1996-1997","Amal McCaskill","C",23,"ORL",17,109,6.1,0.376,0.063,0.375,4.2,19.9,11.8,10.3,1.5,3.6,22.8,20.4,-0.3,0.2,-0.2,-0.086,-6.5,0.9,-5.6,-0.1,"mccasam01"
"5231","1996-1997","George McCloud","SF",29,"TOT",64,1493,14.8,0.529,0.439,0.175,2.8,11.2,6.9,13.2,2.2,0.4,8.9,21,1.9,1.3,3.2,0.102,0.5,-0.2,0.3,0.9,"mccloge01"
"5232","1996-1997","George McCloud","SF",29,"DAL",41,1207,15.9,0.539,0.425,0.191,2.7,11.1,6.9,14.1,2.3,0.5,9.1,21.9,1.8,1,2.7,0.109,1,-0.2,0.9,0.9,"mccloge01"
"5233","1996-1997","George McCloud","SF",29,"LAL",23,286,9.9,0.475,0.51,0.094,2.8,11.5,7.2,9.3,1.7,0,8.3,17.1,0.1,0.3,0.4,0.069,-1.6,-0.5,-2.2,0,"mccloge01"
"5234","1996-1997","Xavier McDaniel","PF",33,"NJN",62,1170,10.8,0.439,0.07,0.251,10.8,19.1,14.7,8.7,1.6,1.1,15.1,16.9,-0.2,0.9,0.7,0.03,-3.3,-1.1,-4.3,-0.7,"mcdanxa01"
"5235","1996-1997","Antonio McDyess","PF",22,"DEN",74,2565,15.5,0.509,0.03,0.334,7,16.8,11.9,7.8,1.3,3.4,13,26.6,0,1.8,1.8,0.034,-1.9,-0.9,-2.8,-0.5,"mcdyean01"
"5236","1996-1997","Jim McIlvaine","C",24,"SEA",82,1477,11.1,0.486,0.025,0.388,10.8,16.1,13.5,2.3,1.4,9.5,16.1,11.9,0.2,2.8,3,0.098,-4,2.2,-1.8,0.1,"mcilvji01"
"5237","1996-1997","Jeff McInnis","PG",22,"DEN",13,117,14.8,0.609,0.531,0.204,2,3.9,2.9,28.5,0.9,0.6,19.6,25.4,0.2,0,0.1,0.06,2.9,-2.7,0.3,0.1,"mcinnje01"
"5238","1996-1997","Derrick McKey","SF",30,"IND",50,1449,10.6,0.462,0.153,0.325,6.7,13,9.9,15.2,1.7,1.7,16.1,16.5,0,1.8,1.8,0.061,-1.7,1.1,-0.6,0.5,"mckeyde01"
"5239","1996-1997","Aaron McKie","SG",24,"TOT",83,1625,12.1,0.524,0.282,0.301,3.1,13.2,8.3,15.4,2.6,1.1,17.9,14.7,1,2.4,3.5,0.103,-1.1,2,0.9,1.2,"mckieaa01"
"5240","1996-1997","Aaron McKie","SG",24,"POR",41,775,9.1,0.479,0.353,0.314,2,11.9,7.1,15.8,2.3,1.5,21.3,13.1,-0.1,1.1,1.1,0.066,-2,2.3,0.3,0.4,"mckieaa01"
"5241","1996-1997","Aaron McKie","SG",24,"DET",42,850,14.8,0.558,0.23,0.292,4,14.5,9.4,15.1,2.9,0.7,15.1,16.2,1.1,1.3,2.4,0.137,-0.2,1.7,1.5,0.7,"mckieaa01"
"5242","1996-1997","Nate McMillan","PG",32,"SEA",37,798,14.1,0.522,0.564,0.195,2.3,15.5,8.9,25.8,3.9,0.6,16.5,11.1,1.1,1.5,2.6,0.158,-0.2,3.8,3.7,1.2,"mcmilna01"
"5243","1996-1997","Loren Meyer","PF",24,"TOT",54,708,8.1,0.489,0.029,0.262,8.7,15.2,11.9,4.4,0.8,1.6,18.6,21.4,-0.8,0.5,-0.3,-0.02,-6.3,-2.1,-8.4,-1.1,"meyerlo01"
"5244","1996-1997","Loren Meyer","PF",24,"DAL",19,259,4.4,0.468,0.026,0.154,6.2,15.9,11,4.7,1.2,0.9,24.5,19.6,-0.6,0.2,-0.4,-0.071,-8.7,-1.3,-10,-0.5,"meyerlo01"
"5245","1996-1997","Loren Meyer","PF",24,"PHO",35,449,10.2,0.498,0.03,0.313,10.2,14.7,12.5,4.3,0.6,2,15.6,22.4,-0.2,0.3,0.1,0.009,-4.9,-2.6,-7.5,-0.6,"meyerlo01"
"5246","1996-1997","Anthony Miller","PF",25,"ATL",1,14,-4.6,0,0,0,17.4,41.7,29.8,0,0,0,0,16.9,-0.1,0,-0.1,-0.195,-11.1,-4.8,-15.9,0,"millean01"
"5247","1996-1997","Oliver Miller","C",26,"TOT",61,1152,13.1,0.539,0.008,0.332,10.4,20.7,15.4,12.5,2.2,4.3,24.8,14.3,0.1,1.7,1.8,0.073,-3.4,1.9,-1.5,0.1,"milleol01"
"5248","1996-1997","Oliver Miller","C",26,"DAL",42,836,11.6,0.508,0.006,0.344,11.2,21.3,16.2,11.2,2.2,4.7,28.3,13.6,-0.5,1.3,0.8,0.047,-4.5,2,-2.5,-0.1,"milleol01"
"5249","1996-1997","Oliver Miller","C",26,"TOR",19,316,17,0.597,0.012,0.31,8.3,19.1,13.5,15.8,2.2,3.3,17.3,16.3,0.5,0.4,0.9,0.144,-0.6,1.6,1,0.2,"milleol01"
"5250","1996-1997","Reggie Miller*","SG",31,"IND",81,2966,20.2,0.603,0.431,0.382,2.2,9.2,5.8,17.4,1.4,0.7,10.3,25.2,9.6,2.7,12.3,0.2,5.8,0,5.8,5.8,"millere01"
"5251","1996-1997","Chris Mills","SF",27,"CLE",80,3167,14.1,0.544,0.246,0.234,4.8,15.8,10.2,11.3,1.6,1.2,10.9,17.5,4.1,4.7,8.9,0.134,0.3,0.8,1.1,2.5,"millsch01"
"5252","1996-1997","Terry Mills","PF",29,"DET",79,1997,16.4,0.585,0.591,0.1,4.3,18.8,11.7,8.9,1,1.1,10.4,20.3,3.6,2.5,6.2,0.148,3,-0.3,2.7,2.4,"millste01"
"5253","1996-1997","Greg Minor","SF",25,"BOS",23,547,13.2,0.519,0.041,0.184,5.9,11.4,8.4,10.4,1.4,0.3,9.4,18.3,0.6,0.1,0.6,0.056,-0.6,-1.4,-2,0,"minorgr01"
"5254","1996-1997","Sam Mitchell","SF",33,"MIN",82,2044,11.8,0.523,0.041,0.489,6.5,12.3,9.4,6.3,1.3,0.7,11.3,18.5,1.8,1.5,3.3,0.077,-2.7,-1,-3.7,-0.9,"mitchsa01"
"5255","1996-1997","Eric Mobley","C",26,"VAN",28,307,6.3,0.472,0,0.476,11.2,10.7,11,7.3,0.9,2.5,27.6,15.9,-0.4,0,-0.4,-0.063,-6.5,-1.9,-8.4,-0.5,"mobleer01"
"5256","1996-1997","Eric Montross","C",25,"TOT",78,1828,8.8,0.45,0,0.178,10.5,21.5,15.8,5.2,0.6,3.1,17,11,-0.3,1.6,1.4,0.036,-4.3,-0.4,-4.8,-1.3,"montrer01"
"5257","1996-1997","Eric Montross","C",25,"DAL",47,984,6.6,0.451,0,0.182,7.7,20.4,13.9,5.2,0.5,2.7,20.2,11.8,-0.8,0.9,0.1,0.005,-5.7,-0.3,-6,-1,"montrer01"
"5258","1996-1997","Eric Montross","C",25,"NJN",31,844,11.3,0.45,0,0.173,13.9,22.7,18.1,5.1,0.7,3.5,13,10.1,0.5,0.8,1.3,0.072,-2.8,-0.6,-3.4,-0.3,"montrer01"
"5259","1996-1997","Tracy Moore","SG",31,"HOU",27,237,11.4,0.502,0.506,0.365,5.7,7,6.4,13.5,1.1,0,12.4,21.6,0.1,0.2,0.3,0.066,-1.5,-1.5,-2.9,-0.1,"mooretr01"
"5260","1996-1997","Chris Morris","SF",31,"UTA",73,977,9.7,0.486,0.378,0.181,5,15.1,10.3,6.6,1.6,2.1,12.2,17.5,-0.1,1.3,1.2,0.059,-2.6,-0.1,-2.6,-0.2,"morrich01"
"5261","1996-1997","Lawrence Moten","SG",24,"VAN",67,1214,11.4,0.461,0.32,0.224,4.1,7.4,5.7,18.6,2.1,1.5,14.3,21.6,-0.7,0.3,-0.4,-0.017,-1.6,-1.4,-3,-0.3,"motenla01"
"5262","1996-1997","Alonzo Mourning*","C",26,"MIA",66,2320,21.6,0.578,0.01,0.638,9.8,23.4,16.8,8.8,1.3,6.3,16.6,27.5,2.8,5.6,8.4,0.174,0.5,2.5,2.9,2.9,"mournal01"
"5263","1996-1997","Chris Mullin*","SF",33,"GSW",79,2733,17.6,0.645,0.255,0.269,3.3,10.5,6.9,19.9,2.5,0.9,17.8,17.6,6,1.1,7.1,0.124,2.4,0.4,2.8,3.3,"mullich01"
"5264","1996-1997","Eric Murdock","PG",28,"DEN",12,114,18.1,0.588,0.303,0.364,1,9.9,5.5,34.8,4.1,1.2,22.3,19.3,0.2,0.1,0.3,0.122,1.8,3.7,5.5,0.2,"murdoer01"
"5265","1996-1997","Gheorghe Mureșan","C",25,"WSB",73,1849,16.7,0.618,0,0.368,9.1,21.2,15.2,2.5,1.2,3.9,15.7,18.1,2.5,2.9,5.3,0.139,-1.1,0.4,-0.7,0.6,"muresgh01"
"5266","1996-1997","Lamond Murray","SF",23,"LAC",74,1295,14.4,0.52,0.209,0.485,7.4,13.8,10.5,7.2,2.2,1.8,14,21.2,0.9,1.2,2.1,0.078,-0.4,-0.4,-0.8,0.4,"murrala01"
"5267","1996-1997","Tracy Murray","SF",25,"WSB",82,1814,14.6,0.546,0.442,0.237,5.5,10.7,8.2,6.6,2,0.8,10.3,20.7,2.4,1.9,4.4,0.116,0.7,-0.3,0.4,1.1,"murratr01"
"5268","1996-1997","Dikembe Mutombo*","C",30,"ATL",80,2973,19,0.584,0,0.602,11,25.9,18.6,6.4,0.9,7,16.9,17.4,4.7,6.6,11.3,0.183,0.3,2.4,2.6,3.5,"mutomdi01"
"5269","1996-1997","Martin Müürsepp","PF",22,"TOT",42,348,14.9,0.482,0.183,0.534,11.5,10.8,11.2,10.4,1.9,2.5,10,23.8,0.3,0.3,0.6,0.081,-1.5,-0.2,-1.7,0,"muursma01"
"5270","1996-1997","Martin Müürsepp","PF",22,"MIA",10,27,11.9,0.422,0.286,1,9,12.9,11,21.1,0,2.9,13,40.3,-0.1,0,0,-0.063,-6.1,-4.1,-10.2,-0.1,"muursma01"
"5271","1996-1997","Martin Müürsepp","PF",22,"DAL",32,321,15.1,0.491,0.171,0.479,11.7,10.7,11.2,9.5,2,2.5,9.6,22.4,0.3,0.3,0.6,0.093,-1.1,0.2,-0.9,0.1,"muursma01"
"5272","1996-1997","Steve Nash*","PG",22,"PHO",65,684,10.8,0.539,0.314,0.291,2.8,8,5.4,29.5,1.5,0,24.2,17.1,0.4,0.3,0.7,0.047,-2,-1.1,-3.1,-0.2,"nashst01"
"5273","1996-1997","Ruben Nembhard","SG-PG",24,"TOT",10,113,13.3,0.483,0.162,0.27,3.5,5.2,4.4,24.2,4.2,0,16.2,20.1,0,0.2,0.2,0.085,-1.6,2.6,1,0.1,"nembhru01"
"5274","1996-1997","Ruben Nembhard","SG",24,"UTA",8,94,13.8,0.479,0.138,0.345,4.2,6.3,5.3,19.3,3.4,0,8.2,18,0.1,0.1,0.2,0.121,-1,2.3,1.3,0.1,"nembhru01"
